pair,regime,period,agent_id,role,attempt,failure_type,latency_seconds,prompt_hash,status
6,administered,3,bank_1,bank,1,,6.9020397500135005,bfdb2465d338c5956cec78d9927ace1ff5cf94beedcf69ff44590d885d9d4c8e,valid
6,market,1,firm_0,firm,1,,6.224707125002169,5793b1aa5ba3e5ffcbf3170d0f983e5d0e6fb7b85bf65c769d0a2c06359fa731,valid
6,market,1,firm_1,firm,1,,7.563122208011919,e05eccd2df5b6daeee7458da0ab59c634da8f7a6134ba6f677c7e31153772ffa,valid
6,market,1,firm_2,firm,1,,6.259254666001652,8e581529ff65a8a59eab087669e85a42d01e7b8d19942f169502e467f2847245,valid
6,market,1,bank_0,bank,1,,7.609039249990019,3c1956d2443f92163b8143bb0fcae1f28575ac886450b03a9822b936cbf89619,valid
6,market,1,bank_1,bank,1,,5.866418249992421,8f9f397ada07d76bab029fa35434433b9501c15534ce495b9f430e58c722845d,valid
6,market,2,firm_0,firm,1,,7.1329790000017965,f1a43d7eea4c4109a7362445789c41cf320b32278c700ea17ffafdf9fc00c0cc,valid
6,market,2,firm_1,firm,1,,7.6859992500103544,30ad85750400c570fd0e10375218e958590335317efca62d59a8f2adc54f0dd3,valid
6,market,2,firm_2,firm,1,,7.414668416007771,f91b84e2fbfc12c2f985e9ff392830bc00786d3f4e02b45214844764bbf157e6,valid
6,market,2,bank_0,bank,1,,8.34854079100478,a281e0a7ed0b74299862bdd4fa185e09127493b09d8bade21e9b101e89d7a7b1,valid
6,market,2,bank_1,bank,1,,7.067338416993152,f38a894e7dc27585103abd905056ab50cf8d9abc02cc017f2f11f4df1867492d,valid
6,market,3,firm_0,firm,1,,7.10945229200297,46dc2a214516288f90e687e3b4f562332cec1c927801116e2ace617e75fa8654,valid
6,market,3,firm_1,firm,1,,11.025777874994674,b62fda97525eca85e5b7705f5cddc3b61fbf151b695c81afb90d7988a25811dd,valid
6,market,3,firm_2,firm,1,,6.5624098329863045,dae96a681f02e585c0824f052902b61caa3b8e977749e0b39baeb32361bdf13f,valid
6,market,3,bank_0,bank,1,,8.030329125002027,ebfa22d04f7d64305992d2f0b807dd075bf3ac799aad47de2edd87bfe6578d3d,valid
6,market,3,bank_1,bank,1,,6.817886417004047,9c0cf9437f867a935c5d3e7a466240969f9fd0ae65ddce6ad604baba6745fb52,valid
7,administered,1,firm_0,firm,1,,7.209389416995691,19fcf60c19bec99b327d395ca32d7f4aa1849396ab0ab45b1d0ef3895d9391d4,valid
7,administered,1,firm_1,firm,1,,7.557409457993344,0ee49df7304bf7aed3beafe8cf102f07a9ab9f897125d1cde19a73211d6fa072,valid
7,administered,1,firm_2,firm,1,,7.217515915996046,adb29be67c78778811ade949568f62d79114912e22cad2f6f5ea4fa0614a9209,valid
7,administered,1,bank_0,bank,1,,8.261018332996173,b1dc3bc7dcfbcb32ff4a4191f4b3a6e0b7b5ff93e06cfb43ff4794d424075c37,valid
7,administered,1,bank_1,bank,1,,7.1706056669936515,dbee5f28a50b28c135a03dc1cf669a24919ff9a4740eda97c259ba65a29e4d57,valid
7,administered,2,firm_0,firm,1,,7.67496345800464,b8d771989534995c2533696272b2d70d6101fc87c681d253601c807075befc83,valid
7,administered,2,firm_1,firm,1,,7.047740082998644,05d0e05d961a0ee82f5e222fdf3fcba290dc4ac5e022c2b0e743b6af86b3d757,valid
7,administered,2,firm_2,firm,1,,10.379890124997473,58144f4965100c56a24b0786eacce337c39f8137d6ce33bd6dfc74c9559eb421,valid
7,administered,2,bank_0,bank,1,,9.796669500006828,199e205d644ed696e2b1a281ab0abd2d8a884bf273283d7c0d02233185c443e3,valid
7,administered,2,bank_1,bank,1,,7.269477209003526,8477a32f3117e89f8b18bf67da07afbadc7e73cebadd3ae3872b2753689341b2,valid
7,administered,3,firm_0,firm,1,,7.753679542001919,ce00824ef3711f8d63548295c163d5096d45ee0cde40aee30e3d3735ae12881b,valid
7,administered,3,firm_1,firm,1,,7.622665374990902,8a9054a6b71eebf7fe758208033d5ce7fe7bd01c51e3004b0e080349f691c40f,valid
7,administered,3,firm_2,firm,1,,8.314569124995614,3b1ea44e09710828def50eb3ef12e9b956cf188cbf6bc6d8994c43b2c837c0f1,valid
7,administered,3,bank_0,bank,1,,7.49679229100002,d493d7db2d77d4276fdd6622a62a25dfd8006c6dbce1f42aca16f052f9095734,valid
7,administered,3,bank_1,bank,1,,6.31156612499035,9c4171ccc9e410a535cc061ba0da94b2785d4c2f07fc6061bf05cf3a7c795537,valid
7,market,1,firm_0,firm,1,,6.898517499997979,170b9d8844b7fa7bdb079b885b55f3c5243e71f75e9683451db80fc710c6fc8e,valid
7,market,1,firm_1,firm,1,,7.344399916997645,9871c72091bb425b2eb0a09c65470b7a5e2ffb16c1b02a48e0ef4245983b20be,valid
7,market,1,firm_2,firm,1,,6.554339708003681,66e4a22558bd86595ce24005b63794fff10f7ce0818f0fd442b29b49973730d0,valid
7,market,1,bank_0,bank,1,,9.117715707994648,9e1dd839a1e877d0f3edc728be1f980aa0aa2e511e59aa7a4e63f0aabb1c5274,valid
7,market,1,bank_1,bank,1,,7.501200875005452,3670a60c13d2421ce6d32a2636c2fd57b03b06341ebf11515ec3fbc5bd7ed026,valid
7,market,2,firm_0,firm,1,,7.4866002919879975,93516aec02e4b284f90e2bd0b9c7325acc97bbd134679021c507a7793d75e95b,valid
7,market,2,firm_1,firm,1,,7.16462841599423,dace23239d484c9969c8538e9f633d2ebc687d3651f4ca288ec12a764761cb85,valid
7,market,2,firm_2,firm,1,,6.124142208005651,4898ed15748ae8d1f769b907ff7c80d17aad19fd690ed2bade2d6d1ed550f58b,valid
7,market,2,bank_0,bank,1,,8.189399208000395,1497f382fd5b751ac485d0826d772c017e5fd9a2439ff60edd4cc1c43af0654f,valid
7,market,2,bank_1,bank,1,,4.934827874996699,fac20e0065d7ee542990df3159fca3bb1abefddf70fc13837f133a9860a0a14c,valid
7,market,3,firm_0,firm,1,,5.067909290999523,f361903576412102c33e26e5e8bb67d55295adee93e632cd82d609df0af57b68,valid
7,market,3,firm_1,firm,1,,4.953890999997384,0eb263fd5d98678222ecc0f3cccb82ec58a83d9588c4aae1815a088bc0a3ffba,valid
7,market,3,firm_2,firm,1,,9.79312062500685,bd0994e61459e4cef125754fd4a7e32045b01e5d0ce67fb077b6e5a8429aa350,valid
7,market,3,bank_0,bank,1,,6.6906428749935,a0afed76eaa59310582341ec2608af3c3567d4974d5b1d423f6e06f5d3dca8d4,valid
7,market,3,bank_1,bank,1,,4.818094040994765,7c3a739db6a855193c679be18d3f69a71dd706043c144a798c60b96db2434226,valid
8,administered,1,firm_0,firm,1,,8.729546833012137,45d5c587ac7ab3e2f3c5f812c73e20abca494ec77d69cf9d36578bcc33b0b11e,valid
8,administered,1,firm_1,firm,1,,6.1771256670035655,2978412b97df35bb7a656d9a194d05e660eb42bb489c3eb4585e3d24064eba28,valid
8,administered,1,firm_2,firm,1,,5.387267416997929,11a6e4e53c5ab0e234220494311e08c2db27896a28f036259965c35ef45604ab,valid
8,administered,1,bank_0,bank,1,,7.378111083002295,f2c6bb967e456ab0a9614ac83cf74d761bf2bf21e503814860af25ebf2313e95,valid
8,administered,1,bank_1,bank,1,,4.842532709008083,c621e70e19ad1446b142bb8f144f9c34918ebc9373faa307720f196cf0f9435a,valid
8,administered,2,firm_0,firm,1,,6.909858290993725,074689afb873cd6b5898b4145e402bf6871a3e3cf8d1aeece29998fa26094948,valid
8,administered,2,firm_1,firm,1,,9.226867207995383,94094b1716edda844d2ffbb3bf8cad3e9bc4cae4ee8c34f6c52e5957f194fc08,valid
8,administered,2,firm_2,firm,1,,5.66903733300569,6dbd9156a7f489045a68472b8e2f0e411acfb1e0842ee389832e23c6980d3a6a,valid
8,administered,2,bank_0,bank,1,,7.5810852909926325,67ae9db8e93e0f321a9b6eab0621aa61f1f815990316b4973a0f30e18db5cc87,valid
8,administered,2,bank_1,bank,1,,5.294604542010347,13b0a647c6d23a716cb7eccbb559dc4a09dd704858ee497dfe0661e8ea5c4f10,valid
8,administered,3,firm_0,firm,1,,6.146860624998226,d4aa81c1f7eddd0abcfd53262cf3285e0972fd2fb91c15e9ae009bd10ea7ad88,valid
8,administered,3,firm_1,firm,1,,5.775870291996398,b7060b4fc6991c6d7b50f2b1effca7bfbf5a26cfa9c11f7ef0d91ec16aecea8b,valid
8,administered,3,firm_2,firm,1,,5.674225041002501,22697e057825dab368772cc154b12fb756d92af842e0fa695f0b951abfb9a721,valid
8,administered,3,bank_0,bank,1,,6.478541916992981,d7036ac30d3b17b43cbc75a9186277f147aa624fb8d3e7dd657cae8e5f0fd868,valid
8,administered,3,bank_1,bank,1,,4.793155292005395,33797319782c047b2b2adca45dceccd5e0afc8d24a43d15a8e93594f37edb31c,valid
8,market,1,firm_0,firm,1,,5.316436708992114,6224a72c27a9d7bc2fdca30fe6154d6930fa73681f5c45cd4aed41a3307d3fa7,valid
8,market,1,firm_1,firm,1,,8.929904707998503,c8a3bdf23ed8e365f7dd51658d750e8d0baaf45ec907cdd5543806f19ab0656d,valid
8,market,1,firm_2,firm,1,,6.078990499998326,cf3d1c24390dee554c2c547d74a8ee04aafa2450b449b4fdb1df9ae30f287809,valid
8,market,1,bank_0,bank,1,,7.572415999995428,17cd2bbae442378f221961a6b13e23c1dd858bb207c4a96f1cf10195f5a95afa,valid
8,market,1,bank_1,bank,1,,5.647785082997871,5565df26de00350a5633f4a195ca7e47b2c52de159759a37d5d724d99ce80679,valid
8,market,2,firm_0,firm,1,,6.145389083001646,040035b77b6fc9cef2b1ac48500f17bdd8379b8d4b2537cbe29c7e5b28b7b40e,valid
8,market,2,firm_1,firm,1,,5.690263915996184,08f3e86744b0cf696c370f672538f376d3ed20fd7180eb43d8df474a0d53c35d,valid
8,market,2,firm_2,firm,1,,6.076448000007076,b2302edaad8a725fc0c5204dc00b15de2c997ed916c8f3106db8bd4bb33a41e2,valid
8,market,2,bank_0,bank,1,,7.384895124996547,cf56e23822f5a3952c15716faead644f4cef8f718c2c9478c0a057b720c837ea,valid
8,market,2,bank_1,bank,1,,5.802644875002443,affa4a7c10457c76fda0458be6b3355c718bd4f2a710506d7b7f1023a2abdf3d,valid
8,market,3,firm_0,firm,1,,5.038383666003938,14ca104ead2795eea9778d1126967054f309b876c75559ec25693d75187e3e3e,valid
8,market,3,firm_1,firm,1,,5.276462834008271,c7bc91f12c6d5896705cf1cfd38ca1dcf96dd4bdea344dd52b217a89ad0b17a8,valid
8,market,3,firm_2,firm,1,,8.021861791989068,5105755bfa55df9da33cde609ed82189ff528b26646bede709a0aa55120de76c,valid
8,market,3,bank_0,bank,1,,5.9828081669984385,7459bb035be84eee5236664930b7f6df3a42785e6e32708c95b891de3dd395fb,valid
8,market,3,bank_1,bank,1,,4.444643458991777,78dada655a3b51f35dde824abed46d25812a7af661f1b0e971695d0892e7b5c3,valid
9,administered,1,firm_0,firm,1,,6.607682083995314,a0c71b4a2019327c42802ccb1b41826e00b3530eac83020bcefe52c20a8949a1,valid
9,administered,1,firm_1,firm,1,,6.981989666994195,15e8e3426b219991d3280ec9ebc72115dd307dbd0b0c0b91f649f881c5cbec58,valid
9,administered,1,firm_2,firm,1,,6.752057999998215,273974b7c6e4211eaafafaf01effdd84334b3209d58911afbaf567dc0b395dec,valid
9,administered,1,bank_0,bank,1,,6.641048124991357,f19577e0ec2eebc22fb04125c5d6fce488ebba8077f9af5b6e53217106a33e44,valid
9,administered,1,bank_1,bank,1,,5.036212040999089,90312bb1da166d19eaf772b8f7cac9877e3f47bcf663f1b72619f8003e921ce6,valid
9,administered,2,firm_0,firm,1,,7.455313040991314,02adf07ebf7fd043be25a17d537ac20c2893178776fecd1e4764f4443188555c,valid
9,administered,2,firm_1,firm,1,,6.07985754199035,f60a2d6436fd6d64db389d69e1d782580b637bba00e94e87ad4b0cdcae6dd661,valid
9,administered,2,firm_2,firm,1,,5.914914167005918,05324db3acfadde74b4ec12d67cf95a72da1de8c1e313643c35e5280b0829d36,valid
9,administered,2,bank_0,bank,1,,6.959282750001876,8be7fa0ddd6fd24069052d3bf537b1440bc4bec5cda0e0a8931755f1181c532b,valid
9,administered,2,bank_1,bank,1,,5.182830332996673,74e78b6273af397a8aa4d279c46b7b38ce039550f618216ed3cbb71868317415,valid
9,administered,3,firm_0,firm,1,,6.263787541989586,8af0dc40fdde9caabfba56037b71f956af01ddca89c20aa4a037030b92c71dc1,valid
9,administered,3,firm_1,firm,1,,5.508482457997161,eb1b3a9dd74502e26e7a1ad61a2ad90181fbf61e87585155c4f1d1159c2ac5b9,valid
9,administered,3,firm_2,firm,1,,5.740696084001684,b9aa1560055191df31ac72d15f8225d0960ff891bdf23a0dea408207e70322e8,valid
9,administered,3,bank_0,bank,1,,6.891174375006813,f58d425e970b153ce1f67d7abe3444424a2b758315538a098254c67bdcaab28d,valid
9,administered,3,bank_1,bank,1,,5.383928584007663,8b32c138343197911bc75cb5e4ac3cba71b74c48057fb574c54ef1a13be5a1a0,valid
9,market,1,firm_0,firm,1,,5.41076487499231,5db8861266199d0403204f885920f1eab74b5a07e894f7d72b45a6731289a1ca,valid
9,market,1,firm_1,firm,1,,5.582896125008119,7eaa0275be6dd6a215cef4bceaee1ca11f89ff51aab1f081576b901687bf7307,valid
9,market,1,firm_2,firm,1,,5.384888250002405,9a0ebfd9a47b8cb367a5c8d6ddb7931d07c85daa4bead32c8e9ae75d64ef21d8,valid
9,market,1,bank_0,bank,1,,7.925657375002629,3a3343c8f6d1a79a145cde429c928e31dc52d5f725beaef4132d82d0fe480f16,valid
9,market,1,bank_1,bank,1,,5.25832100000116,3af9be9efdcf21cd8ca27073350be53df668334ce64047aa7699add6dea1a9ef,valid
9,market,2,firm_0,firm,1,,5.548689000002923,49f9bd4ac8b4bdffc07fe0beeeaafb2c31a3f3336ed2727f1121e4a7f76666ee,valid
9,market,2,firm_1,firm,1,,4.984786708999309,dadd9bc5720c7a34866b7555efb840ec4e208982b671b4a83cbc3bb587625b89,valid
9,market,2,firm_2,firm,1,,5.0258287909964565,753e003028dc58edbb83cc6255fd9e8a8330b7453af70f9b662ceec9af0db500,valid
9,market,2,bank_0,bank,1,,6.23386258399114,d12e5aae0e4174200a7b1db413907ee411e7af30b0c49023c9dc6e24b1f441d3,valid
9,market,2,bank_1,bank,1,,4.834956958002294,8b5ba288be1fb55ac574426df54b4620497fd6f8d2c3019f12e1563ddbb60972,valid
9,market,3,firm_0,firm,1,,6.062183333997382,3fb0ff97ccebc8c1ca43b281c6f915d0214afa2c7f582867a69ac8bee4cfaf58,valid
9,market,3,firm_1,firm,1,,6.197736084010103,4d8f6e8400652622817b5a29ed0691eccaed22e6b63f46716d406d6247919a73,valid
9,market,3,firm_2,firm,1,,5.988436917003128,d3494dfd9a877ef3f3e98e257e0c026bc323dfa63852cf200bb57ed1fc5c3d11,valid
9,market,3,bank_0,bank,1,,7.296678458995302,f068f32a40bbd467c31b2a2a96afebe77ebc02f748545c01c66cbb4930c8943e,valid
9,market,3,bank_1,bank,1,,5.618350041011581,6b66618d932631aa12abd42e7a0f12632550e90517a8e35d1b0831edfb5bb7be,valid
10,administered,1,firm_0,firm,1,,5.970692374990904,f58ca038aa98ffedecd951c7cb667f14701b6375ba86e8e1861f903a6ead2f3f,valid
10,administered,1,firm_1,firm,1,,6.7985829999961425,c11cf35d54e1af7314e4fe773b8bb23ad1d344473bbde54c8e0e38023cb071d4,valid
10,administered,1,firm_2,firm,1,,5.357048666992341,d0fe02c238b4f56bd58c841ef913732c6f753aef51e8dace0b884f844448e881,valid
10,administered,1,bank_0,bank,1,,7.566584750005859,721dbc043f9a3d61ea86cfa81f388be71d2d3ba7ab080ad812241c28c69375bb,valid
10,administered,1,bank_1,bank,1,,6.1413349579961505,2ccf1dd034049e9c1b6f9ce69aec1f591627624529ee85cfe2c0ae0a32b97c4a,valid
10,administered,2,firm_0,firm,1,,6.048690041003283,2039585afac5c97f360051f09560b480cb5072ce63032124b32c3c0430b95312,valid
10,administered,2,firm_1,firm,1,,6.339763166994089,1627dd366c8439233607957f2f99b8748aaf54f3b1ef9eff9493f8d7a1d065b2,valid
10,administered,2,firm_2,firm,1,,6.082437749995734,0bedb1531032aa869fcae6311ea6ea5c31764ecf8280ca435edc322941980fd2,valid
10,administered,2,bank_0,bank,1,,7.460351874993648,46ecd214bdc3db6726a8ff98303f341931f4c91628ff68f9cf714b0aac928d4d,valid
10,administered,2,bank_1,bank,1,,4.984902541997144,cff521d9122782be4e34f47ef3891c9739b515106a9abd3fdec5f044bd63eea5,valid
10,administered,3,firm_0,firm,1,,9.034430125000654,b7f5d4b0266ef0dae7050e793b808db215fdcbeab61f82e738f2b1e148e5ee30,valid
10,administered,3,firm_1,firm,1,,6.789881124990643,869784769363110c16a605b6b0b56c9900069ceb23405e1ee66ed9f405af5b37,valid
10,administered,3,firm_2,firm,1,,5.862238791989512,41b25e0c3852409d57dda7da073490b94f002d10cf7da90de85a300398ee0ea8,valid
10,administered,3,bank_0,bank,1,,10.956162292000954,5d4a78aa7420b52cb2b204ac2d4ad0170eaa8284a17516ec59a6bdab7043d944,valid
10,administered,3,bank_1,bank,1,,8.896507500001462,5a33eadac745173c5de01af2f4e34e228d94a79f49673290bd8be51c092307fb,valid
10,market,1,firm_0,firm,1,,6.123639666999225,9149fc9580142e0ffe7744baa4c3cb3ad2f88b728ae51e4b3cfb93f54c604473,valid
10,market,1,firm_1,firm,1,,5.506624833011301,8425661a7f0dcfd69c029a80aa252cfcfcb2c08e6519879e96d1d531c6eaea35,valid
10,market,1,firm_2,firm,1,,5.833070291002514,5cd7d5ed36bc9c298ab6e2a86e8bad7829c79d3ae7bcc001f74f977655369b6c,valid
10,market,1,bank_0,bank,1,,6.476470416993834,13938e94743722c5c7c7d8ad2e0fb8847b8179415ccefd3d6b01bba2ac1367ab,valid
10,market,1,bank_1,bank,1,,5.573628333004308,0102cb9f800de3be39a46c1b660c7872d4fa19080d39d37e2c2bd22f10bb1912,valid
10,market,2,firm_0,firm,1,,6.095647207999718,8d5b1807499d316fbda9442ef4d199d7231ac3ef77801b57c24d06e30ae39afd,valid
10,market,2,firm_1,firm,1,,4.935105165990535,a920a1b36b3a065b4d53f63be5b4445784f62c4ed46331184e723900207485dd,valid
10,market,2,firm_2,firm,1,,5.927731041010702,b11672b63a2b2979beb64078b94a8ca2175a65204b0c08ed8150427b5faeae60,valid
10,market,2,bank_0,bank,1,,7.361597208000603,44b90d4ecf9528e9de542accba59ca0d4c2dc2f98c04851fe2e8873438d2d190,valid
10,market,2,bank_1,bank,1,,5.698964833994978,94b1475da062865a6c7a19a75f3d97b4acdeaaa16c4a856dfef6abc7ebb946e0,valid
10,market,3,firm_0,firm,1,,5.318789208991802,630a71a74e64d098ecc7762f3b68dfc16cb6e3868cedd340318fffdf2910fa09,valid
10,market,3,firm_1,firm,1,,5.785676750005223,3d50ac8ce3baccea69a39414c32e8643c29573e54ff1f861d3afa7ec31005b8f,valid
10,market,3,firm_2,firm,1,,5.92615245799243,a51ec5f83f87980d12e7e27c730577640799ee6c08ce0d1d88b0fb63d494cdf9,valid
10,market,3,bank_0,bank,1,,7.016470959002618,c576c46951db2fc0c23f3e8e784a547f1e7a761bdeb3e85833372f682b8c370f,valid
10,market,3,bank_1,bank,1,,5.506797915993957,b3b0f833eacc3d828260d458d77a4b7d221ba47554c5dda5575e3a905f4b43ff,valid
11,administered,1,firm_0,firm,1,,5.889026958000613,99236b0e46d8da430a139d30af9e4dee0da94a392a87ca993c798f42743cd66b,valid
11,administered,1,firm_1,firm,1,,6.069574749999447,55a0813899fafaf857d612c98f872a334120cbaef65c433c7a20bf623c5cdc0d,valid
11,administered,1,firm_2,firm,1,,6.023758124996675,1d8dfa21b0a34784a601fd9e9f922872c5b46a11b8e0eeed0ed8c190bdbc36f7,valid
11,administered,1,bank_0,bank,1,,6.608206749995588,f6ebc48c1e34fd1483fa99a0abff0cc82e4deb9a7963f65d2ccd56e5bc438e71,valid
11,administered,1,bank_1,bank,1,,4.27338470799441,c2aae900dcbc3ffaf78f36448da6bfe7f35922ff69384e698842dd557972fe7c,valid
11,administered,2,firm_0,firm,1,,6.179575374990236,3ba1b774bfde7bd9563f9c05c1cee9abda0cef9d19028854eeb7ccc40ecc53fa,valid
11,administered,2,firm_1,firm,1,,6.0456318329961505,ea9d1049ada716e36f02664ad8715646787f1f9b613d85b3c26f682f845f7fe6,valid
11,administered,2,firm_2,firm,1,,5.853296125002089,49a04aa08f6e76d34fd75765580c7fb5cb6459deaf3fbc732c403c477641ba96,valid
11,administered,2,bank_0,bank,1,,5.985867125011282,acd313ed56157b4bcffab63d3a9ab3059e1cb1beb94df336d675177bca07cdf6,valid
11,administered,2,bank_1,bank,1,,4.3013274160039145,f6ef122b59a708867976da191aa133391f34840e3345076abbf30dcf2aaf6548,valid
11,administered,3,firm_0,firm,1,,7.440948458999628,9ba5e33d2824d60ba6ff3fcd43225421ae7b077d62c01a3857f4d798f7134935,valid
11,administered,3,firm_1,firm,1,,6.867588291002903,069e9df0c3762f126ae9a33c267f0ff1ecaa03c8949eaf49204ed590aa3d6e93,valid
11,administered,3,firm_2,firm,1,,6.159727542006294,ff8a6b6f7691cc4dd774a1ee95dcf587fb27bd26e92daf4c3061ef57f94dca33,valid
11,administered,3,bank_0,bank,1,,9.135968957998557,fc8db481159cee88e0b059834d39a5b5f38e0e9303329c6296c029c4b6747cca,valid
11,administered,3,bank_1,bank,1,,5.86285679100547,486768e069e7715158044618984b88dbc298af2280dc1f97482899198d0ced99,valid
11,market,1,firm_0,firm,1,,5.675825416998123,565a4e01501e6216c29caa219e2ed1dd83f8e45cece5a2a269aff499d42f4bce,valid
11,market,1,firm_1,firm,1,,4.9828407500026515,2fc114d47952652c31b90233a79d7ca4d8c2d3fc693bb6ba140cd80866ff6a53,valid
11,market,1,firm_2,firm,1,,6.200483124994207,43e9acc40d2e564e7e9aca2edd1f5b60a5ac36fa176efd42556011d2ad4c0a6d,valid
11,market,1,bank_0,bank,1,,6.898565082999994,8c62eeab45dd66ac7584549f04f9f7313cf8a8e7803f267e4adb5f0223d5eb5f,valid
11,market,1,bank_1,bank,1,,5.266824000005727,d5893edce8a893c0cf1be5a2265dd9ed3d9e975659bfd7d550cd59bb864a6cd4,valid
11,market,2,firm_0,firm,1,,7.31173695801408,2292f3ee8205e5fe6021544231d974c130034e8ce37d2b9ab60076b3fe813c58,valid
11,market,2,firm_1,firm,1,,5.239163624995854,8e577bd269f9a0ce468caec689c67eac94c78cbcc2b3379d310e31c364f106a5,valid
11,market,2,firm_2,firm,1,,5.823960374997114,f6b6e5399c83424804c8d58dc40aca0098e2665cd3e6d22e6d3b7a0cd69101fa,valid
11,market,2,bank_0,bank,1,,6.630277207994368,bec363e87d1b72477d244153d480d8a31181f37d21a60e450d48db884bf791bd,valid
11,market,2,bank_1,bank,1,,5.041845375002595,2bd0637baa4f9755087673ff5ed56765ca647fa47918b7450d1b0e514d37e2ef,valid
11,market,3,firm_0,firm,1,,7.677373332990101,74ccafffd0027e1e5cb03dd5cfea8c53bcbee6aa9e5d9fa551af86000294114d,valid
11,market,3,firm_1,firm,1,,7.608124541991856,18e036daf1c9f5a9dc6b030306edbbaa633ba7b1d518a7fadf43dccbd503ec3c,valid
11,market,3,firm_2,firm,1,,5.591334166005254,ab91044571a01303ae397334cb2f777bf973bb8d9ff76ab546bfa0f6479513c3,valid
11,market,3,bank_0,bank,1,,6.662178041005973,1d03846ae6b5a0e488d78c6b5964158c5b6471dbaf4fa793db5531e475ec9155,valid
11,market,3,bank_1,bank,1,,4.773341125008301,c4dec5fabe7771d4e3cd8a8064754b1f066df8756cf53f4733b201e40a7fdbd8,valid
12,administered,1,firm_0,firm,1,,6.258846832992276,81b0cc2f80664066a074bafb506c85df50a4de7faad8b06c986d1eefa0163140,valid
12,administered,1,firm_1,firm,1,,8.697563291992992,15a89d69d7e9ef42a77b45dc5e5282321f8870790dce92e6bebe4ef0e2c63b81,valid
12,administered,1,firm_2,firm,1,,6.107929583013174,b941b5adbd57ce46ceab3375a1cded17eefd0a8db5661b8357476b2cd9d96bf2,valid
12,administered,1,bank_0,bank,1,,7.945949667002424,b67bc07e8fce52adac39a9853bf8234975ef919af53c885bf0e0f1ce5a8a7ca2,valid
12,administered,1,bank_1,bank,1,,5.913591083997744,807278647012d043c797490c07846884db17b0946c357f11adb3cea084cfd391,valid
12,administered,2,firm_0,firm,1,,6.811722957994789,f1ca6a7298ba7c36b9364830a7e5f45800eacf241003050f04181ec55251b303,valid
12,administered,2,firm_1,firm,1,,9.122318042005645,0c72305473aafab3730b06a04c892b2ddcf3192a165c9ae94a3bf5a7c977d98a,valid
12,administered,2,firm_2,firm,1,,8.307595999998739,06a010f95c090c3e4577ba38cdc82b22bd6ca87fc9f2d706ddd3a2364a6ede4d,valid
12,administered,2,bank_0,bank,1,,10.591930834008963,696c7b61e0010a60f5fde17c1383c05d6022a7b4729f9cc8e4013fc25bb88018,valid
12,administered,2,bank_1,bank,1,,8.415501667011995,99e635405464ed9f89a9e02d5ab0c898b9a994e2e5cff9e190f79b0d7151f34b,valid
12,administered,3,firm_0,firm,1,,6.503758667007787,06b4c85b91d792f1d63e212fb4d536b24dc68339bc3efe93f305ee589a79a937,valid
12,administered,3,firm_1,firm,1,,6.25894887499453,3a120a49f20ddfc559d2cda494a4cf420e5427f85010cd588a06bf0a3ae470da,valid
12,administered,3,firm_2,firm,1,,6.182644458996947,bb6b3199847d426c58d8c7bf8e0c6868be622d4c1118d053b2963f1760ed3a85,valid
12,administered,3,bank_0,bank,1,,7.074672082992038,99e2c4e36a148dea495755786f3d250c7f5d9cf355df8c765f4aba69e27d965f,valid
12,administered,3,bank_1,bank,1,,5.28363962500589,e6f990648b26745431c597b63209ccbbd5f657b3cdec355a834b95486b0294b0,valid
12,market,1,firm_0,firm,1,,5.148909416995593,e1d01057f7a31d511452e8746d34fb0316e6bab6f370350dc50addd691c62bcf,valid
12,market,1,firm_1,firm,1,,5.016324790994986,d0020559eb21dceee23a5deff291244905fcecd2e6abb5a9fe1649f10d5fd32b,valid
12,market,1,firm_2,firm,1,,5.543828249996295,dff5c386910d341c9a07c5d29cc13bcc59bb5d698155a568493a5b0d95fa7a8e,valid
12,market,1,bank_0,bank,1,,6.128850958004477,250a2c0a350fbf5364371ec0b1c943419c77107d23c629792a53ee3a22dab6b8,valid
12,market,1,bank_1,bank,1,,4.823827750005876,8351f0560efc48bb7780404cd4a47b0ae740c4547c2f15febc8101bcf1262374,valid
12,market,2,firm_0,firm,1,,6.031528292005532,5cba68dfb68ff51abe6f93524190a9186bb5f57ad0a65d125d62b2437701a7da,valid
12,market,2,firm_1,firm,1,,6.436058042003424,d85c87e265ac0534e734887e995e925cb15704f596b6b2133bce01d0c200b362,valid
12,market,2,firm_2,firm,1,,5.570115916998475,1e1e68acb1ae628b65f665d7b3633718319bcfa0dd6de6890204d5f727994906,valid
12,market,2,bank_0,bank,1,,7.332072625009459,4d81a43ef69563cf3de3d7c9bffe8aafd4c069cfa699a8fb23a219e768772dff,valid
12,market,2,bank_1,bank,1,,5.673991917006788,2e9e1a0f090e87276fd5ef0c7ad22e24e391b3c2f3c10e689d42db4a49ff5edf,valid
12,market,3,firm_0,firm,1,,10.363998749991879,00a6a24677be3645ebe498614d1055a882e0a73fd2e5d6dcc43b71ff286e38d3,valid
12,market,3,firm_1,firm,1,,5.028416583008948,cc671ab42dffb2cef497c2a1a87927f0b213957f2694a67df864301d91d3f78d,valid
12,market,3,firm_2,firm,1,,5.474651417011046,086d7798e8f6be7759919f46f787a4b94c61966a385fd0ec5847adb80e1d5261,valid
