pair,regime,period,agent_id,role,quantity,rule_quantity,quantity_difference_llm_minus_rule,maturity,rule_maturity,nominal_rate,rule_nominal_rate
10,administered,2,bank_1,bank,3.7083,7.4166,-3.7083,12,8,0.05,0.07655821381799598
10,administered,3,firm_0,firm,64.26378,9.212193880615619,55.05158611938438,12,8,,
10,administered,3,firm_1,firm,64.9183,11.748379395044637,53.169920604955365,12,8,,
10,administered,3,firm_2,firm,49.7531,11.365775472261776,38.38732452773823,12,8,,
10,administered,3,bank_0,bank,10.592925,15.13275,-4.539825,12,8,0.06,0.07418582747794887
10,administered,3,bank_1,bank,7.652469999999999,10.9321,-3.279630000000001,12,8,0.06,0.07172114361162252
10,market,1,firm_0,firm,37.1369,8.127286942911363,29.009613057088636,12,8,,
10,market,1,firm_1,firm,19.47895,13.435085212202369,6.043864787797633,12,8,,
10,market,1,firm_2,firm,65.3668,11.010094878141116,54.35670512185888,12,8,,
10,market,1,bank_0,bank,6.293069999999999,8.9901,-2.6970300000000007,12,8,0.05,0.10268139174115389
10,market,1,bank_1,bank,8.882175,17.76435,-8.882175,12,8,0.05,0.061138243989358264
10,market,2,firm_0,firm,58.00065,10.342545506387498,47.6581044936125,12,8,,
10,market,2,firm_1,firm,30.834650000000003,9.357388975851675,21.477261024148326,12,8,,
10,market,2,firm_2,firm,30.48005,11.438375268295587,19.04167473170441,12,8,,
10,market,2,bank_0,bank,6.46855,12.9371,-6.46855,12,8,0.05,0.0592801631576075
10,market,2,bank_1,bank,3.7083,7.4166,-3.7083,12,8,0.05,0.0792328552719839
10,market,3,firm_0,firm,45.9027,9.212193880615619,36.69050611938438,12,8,,
10,market,3,firm_1,firm,64.9183,11.748379395044637,53.169920604955365,12,8,,
10,market,3,firm_2,firm,49.7531,11.365775472261776,38.38732452773823,12,8,,
10,market,3,bank_0,bank,7.566375,15.13275,-7.566375,12,8,0.06,0.06974330991179549
10,market,3,bank_1,bank,5.46605,10.9321,-5.46605,12,8,0.06,0.05988457444649007
11,administered,1,firm_0,firm,51.71554999999999,13.20048705584597,38.515062944154025,12,8,,
11,administered,1,firm_1,firm,69.15245,13.460033048266542,55.69241695173346,12,8,,
11,administered,1,firm_2,firm,58.68639999999999,8.166962201386571,50.519437798613424,12,8,,
11,administered,1,bank_0,bank,5.687275,11.37455,-5.687275,12,8,0.03,0.07254566762840854
11,administered,1,bank_1,bank,3.809175,7.61835,-3.809175,12,8,0.03,0.07283832212366048
11,administered,2,firm_0,firm,54.0801,12.751351372956616,41.32874862704338,12,8,,
11,administered,2,firm_1,firm,34.1203,10.963089614528837,23.157210385471164,12,8,,
11,administered,2,firm_2,firm,70.37845,11.273822176120568,59.10462782387943,12,8,,
11,administered,2,bank_0,bank,5.96735,11.9347,-5.96735,12,8,0.06,0.06994228248998909
11,administered,2,bank_1,bank,9.7394,19.4788,-9.7394,12,8,0.06,0.07176850768063504
11,administered,3,firm_0,firm,35.98865,12.22881552302402,23.759834476975982,12,8,,
11,administered,3,firm_1,firm,49.500429999999994,8.98490173457263,40.51552826542736,12,8,,
11,administered,3,firm_2,firm,34.32565,12.410223011442255,21.915426988557748,12,8,,
11,administered,3,bank_0,bank,8.19007,11.7001,-3.5100300000000004,12,8,0.05,0.0805720890997425
11,administered,3,bank_1,bank,4.220975,8.44195,-4.220975,12,8,0.06,0.07104454990256623
11,market,1,firm_0,firm,51.71554999999999,13.20048705584597,38.515062944154025,12,8,,
11,market,1,firm_1,firm,69.15245,13.460033048266542,55.69241695173346,12,8,,
11,market,1,firm_2,firm,58.68639999999999,8.166962201386571,50.519437798613424,12,8,,
11,market,1,bank_0,bank,5.687275,11.37455,-5.687275,12,8,0.06,0.06318267051363416
11,market,1,bank_1,bank,3.809175,7.61835,-3.809175,12,8,0.06,0.06435328849464192
11,market,2,firm_0,firm,54.0801,12.751351372956616,41.32874862704338,12,8,,
11,market,2,firm_1,firm,34.1203,10.963089614528837,23.157210385471164,12,8,,
11,market,2,firm_2,firm,70.37845,11.273822176120568,59.10462782387943,12,8,,
11,market,2,bank_0,bank,5.96735,11.9347,-5.96735,12,8,0.06,0.05276912995995632
11,market,2,bank_1,bank,9.7394,19.4788,-9.7394,12,8,0.06,0.06007403072254016
11,market,3,firm_0,firm,35.98865,12.22881552302402,23.759834476975982,12,8,,
11,market,3,firm_1,firm,49.500429999999994,8.98490173457263,40.51552826542736,12,8,,
11,market,3,firm_2,firm,34.32565,12.410223011442255,21.915426988557748,12,8,,
11,market,3,bank_0,bank,5.85005,11.7001,-5.85005,12,8,0.04,0.09528835639896997
11,market,3,bank_1,bank,4.220975,8.44195,-4.220975,12,8,0.04,0.05717819961026487
12,administered,1,firm_0,firm,52.24365,9.08184023311183,43.16180976688817,12,8,,
12,administered,1,firm_1,firm,36.6952,9.950018091890053,26.74518190810995,12,8,,
12,administered,1,firm_2,firm,44.715,11.496303921470243,33.21869607852976,12,8,,
12,administered,1,bank_0,bank,6.305425,12.61085,-6.305425,12,8,0.06,0.08349450677577153
12,administered,1,bank_1,bank,9.441875,18.88375,-9.441875,12,8,0.06,0.06920093370886257
12,administered,2,firm_0,firm,44.311499999999995,8.791941025187244,35.51955897481275,12,8,,
12,administered,2,firm_1,firm,47.449,10.082206875392465,37.36679312460753,12,8,,
12,administered,2,firm_2,firm,41.46975,7.720278707054645,33.74947129294535,12,8,,
12,administered,2,bank_0,bank,9.364425,18.72885,-9.364425,12,8,0.05,0.07028279021049233
12,administered,2,bank_1,bank,7.344275,14.68855,-7.344275,12,8,0.05,0.07433132505940532
12,administered,3,firm_0,firm,30.47785,13.44092134656548,17.036928653434522,12,8,,
12,administered,3,firm_1,firm,55.20545,14.003861339634012,41.201588660365985,12,8,,
12,administered,3,firm_2,firm,49.5157,12.573910876067064,36.941789123932935,12,8,,
12,administered,3,bank_0,bank,7.23525,14.4705,-7.23525,12,8,0.05,0.07695219540516562
12,administered,3,bank_1,bank,4.69155,9.3831,-4.69155,12,8,0.05,0.07692452737796379
12,market,1,firm_0,firm,52.24365,9.08184023311183,43.16180976688817,12,8,,
12,market,1,firm_1,firm,36.6952,9.950018091890053,26.74518190810995,12,8,,
12,market,1,firm_2,firm,44.715,11.496303921470243,33.21869607852976,12,8,,
12,market,1,bank_0,bank,6.305425,12.61085,-6.305425,12,8,0.06,0.10697802710308607
12,market,1,bank_1,bank,9.441875,18.88375,-9.441875,12,8,0.06,0.04980373483545025
12,market,2,firm_0,firm,44.311499999999995,8.791941025187244,35.51955897481275,12,8,,
12,market,2,firm_1,firm,47.449,10.082206875392465,37.36679312460753,12,8,,
12,market,2,firm_2,firm,41.46975,7.720278707054645,33.74947129294535,12,8,,
12,market,2,bank_0,bank,9.364425,18.72885,-9.364425,12,8,0.05,0.0541311608419693
12,market,2,bank_1,bank,7.344275,14.68855,-7.344275,12,8,0.06,0.07032530023762122
12,market,3,firm_0,firm,30.47785,13.44092134656548,17.036928653434522,12,8,,
12,market,3,firm_1,firm,55.20545,14.003861339634012,41.201588660365985,12,8,,
12,market,3,firm_2,firm,49.5157,12.573910876067064,36.941789123932935,12,8,,
12,market,3,bank_0,bank,10.129349999999999,14.4705,-4.341150000000001,12,8,0.05,0.08080878162066245
12,market,3,bank_1,bank,6.56817,9.3831,-2.8149300000000004,12,8,0.05,0.08069810951185513
13,administered,1,firm_0,firm,63.131550000000004,10.18822558549115,52.94332441450885,12,8,,
13,administered,1,firm_1,firm,41.8745,11.238981336286919,30.63551866371308,12,8,,
13,administered,1,firm_2,firm,38.12175,9.645766501978315,28.475983498021684,12,8,,
13,administered,1,bank_0,bank,3.03465,6.0693,-3.03465,12,8,0.06,0.06904023380916222
13,administered,1,bank_1,bank,7.460675,14.92135,-7.460675,12,8,0.05,0.07520001777014321
13,administered,2,firm_0,firm,64.94655,13.175203324920643,51.77134667507936,12,8,,
13,administered,2,firm_1,firm,60.640550000000005,11.43306442283867,49.207485577161336,12,8,,
13,administered,2,firm_2,firm,51.06155,8.566109744015796,42.4954402559842,12,8,,
13,administered,2,bank_0,bank,12.810595,18.30085,-5.490255000000001,12,8,0.05,0.07380629137565223
13,administered,2,bank_1,bank,10.339945,14.77135,-4.431405,12,8,0.05,0.06984887329666456
13,administered,3,firm_0,firm,39.06825,8.786786901548513,30.281463098451486,12,8,,
13,administered,3,firm_1,firm,65.1079,13.191039140173455,51.91686085982654,12,8,,
13,administered,3,firm_2,firm,53.6648,13.1752994594541,40.4895005405459,12,8,,
13,administered,3,bank_0,bank,4.1836,8.3672,-4.1836,12,8,0.06,0.07387046888887469
13,administered,3,bank_1,bank,3.713775,7.42755,-3.713775,12,8,0.05,0.07174467306621175
13,market,1,firm_0,firm,63.131550000000004,10.18822558549115,52.94332441450885,12,8,,
13,market,1,firm_1,firm,41.8745,11.238981336286919,30.63551866371308,12,8,,
13,market,1,firm_2,firm,38.12175,9.645766501978315,28.475983498021684,12,8,,
13,market,1,bank_0,bank,3.03465,6.0693,-3.03465,12,8,0.06,0.04916093523664882
13,market,1,bank_1,bank,7.460675,14.92135,-7.460675,12,8,0.06,0.0738000710805728
13,market,2,firm_0,firm,64.94655,13.175203324920643,51.77134667507936,12,8,,
13,market,2,firm_1,firm,60.640550000000005,11.43306442283867,49.207485577161336,12,8,,
13,market,2,firm_2,firm,51.06155,8.566109744015796,42.4954402559842,12,8,,
13,market,2,bank_0,bank,9.150425,18.30085,-9.150425,12,8,0.05,0.06822516550260889
13,market,2,bank_1,bank,7.385675,14.77135,-7.385675,12,8,0.05,0.05239549318665822
13,market,3,firm_0,firm,39.06825,8.786786901548513,30.281463098451486,12,8,,
13,market,3,firm_1,firm,65.1079,13.191039140173455,51.91686085982654,12,8,,
13,market,3,firm_2,firm,53.6648,13.1752994594541,40.4895005405459,12,8,,
13,market,3,bank_0,bank,4.1836,8.3672,-4.1836,12,8,0.06,0.06848187555549873
13,market,3,bank_1,bank,3.713775,7.42755,-3.713775,12,8,0.06,0.05997869226484702
14,administered,1,firm_0,firm,63.9524,9.653796377587017,54.29860362241298,12,8,,
14,administered,1,firm_1,firm,29.0424,0.0,29.0424,12,8,,
14,administered,1,firm_2,firm,66.26695,13.654931389449608,52.612018610550386,12,8,,
14,administered,1,bank_0,bank,7.654359999999999,10.9348,-3.2804400000000005,12,8,0.05,0.07692781185252268
14,administered,1,bank_1,bank,4.9408449999999995,7.05835,-2.1175050000000004,12,8,0.05,0.07375684411525958
14,administered,2,firm_0,firm,68.99668999999999,9.03000983198713,59.96668016801286,12,8,,
14,administered,2,firm_1,firm,62.434189999999994,9.360682547139161,53.07350745286083,12,8,,
14,administered,2,firm_2,firm,49.4144,10.282516035905564,39.131883964094435,12,8,,
14,administered,2,bank_0,bank,7.837575,15.67515,-7.837575,12,8,0.05,0.07093638386007979
14,administered,2,bank_1,bank,9.69437,13.8491,-4.154730000000001,12,8,0.05,0.07369703250521742
14,administered,3,firm_0,firm,68.40917999999999,10.055273954746346,58.353906045253645,12,8,,
14,administered,3,firm_1,firm,57.704449999999994,11.055994140113112,46.64845585988688,12,8,,
14,administered,3,firm_2,firm,57.8919,12.928621368468693,44.96327863153131,12,8,,
14,administered,3,bank_0,bank,3.602575,7.20515,-3.602575,12,8,0.06,0.06991010662141037
14,administered,3,bank_1,bank,7.804325,15.60865,-7.804325,12,8,0.05,0.0740196628902093
14,market,1,firm_0,firm,63.9524,9.653796377587017,54.29860362241298,12,8,,
14,market,1,firm_1,firm,29.0424,0.0,29.0424,12,8,,
14,market,1,firm_2,firm,66.26695,13.654931389449608,52.612018610550386,12,8,,
14,market,1,bank_0,bank,5.4674,10.9348,-5.4674,12,8,0.07,0.0807112474100907
14,market,1,bank_1,bank,3.529175,7.05835,-3.529175,12,8,0.07,0.06802737646103828
14,market,2,firm_0,firm,49.28335,9.03000983198713,40.25334016801287,12,8,,
14,market,2,firm_1,firm,44.59585,9.360682547139161,35.235167452860836,12,8,,
14,market,2,firm_2,firm,49.4144,10.282516035905564,39.131883964094435,12,8,,
14,market,2,bank_0,bank,10.972605,15.67515,-4.702545000000001,12,8,0.05,0.056745535440319114
14,market,2,bank_1,bank,9.69437,13.8491,-4.154730000000001,12,8,0.05,0.06778813002086967
14,market,3,firm_0,firm,68.40917999999999,10.055273954746346,58.353906045253645,12,8,,
14,market,3,firm_1,firm,57.704449999999994,11.055994140113112,46.64845585988688,12,8,,
14,market,3,firm_2,firm,57.8919,12.928621368468693,44.96327863153131,12,8,,
14,market,3,bank_0,bank,5.0436049999999994,7.20515,-2.1615450000000003,12,8,0.05,0.05264042648564146
14,market,3,bank_1,bank,7.804325,15.60865,-7.804325,12,8,0.06,0.06907865156083717
15,administered,1,firm_0,firm,35.8594,9.018195708448323,26.841204291551676,12,8,,
15,administered,1,firm_1,firm,57.037499999999994,10.900728369180852,46.13677163081914,12,8,,
15,administered,1,firm_2,firm,41.2351,13.601117440499415,27.633982559500588,12,8,,
15,administered,1,bank_0,bank,11.872069999999999,16.9601,-5.088030000000002,12,8,0.05,0.07158989117131422
15,administered,1,bank_1,bank,6.80638,9.7234,-2.91702,12,8,0.05,0.07053806235079464
15,administered,2,firm_0,firm,47.4118,8.514057955617774,38.89774204438223,12,8,,
15,administered,2,firm_1,firm,54.79605,8.621330317980481,46.17471968201952,12,8,,
15,administered,2,firm_2,firm,64.17193999999999,7.9015841357869085,56.27035586421309,12,8,,
15,administered,2,bank_0,bank,11.219109999999999,16.0273,-4.8081900000000015,12,8,0.05,0.07223563364297789
15,administered,2,bank_1,bank,12.971559999999998,18.5308,-5.559240000000001,12,8,0.05,0.07667825597573749
15,administered,3,firm_0,firm,43.6251,11.670365639155804,31.9547343608442,12,8,,
15,administered,3,firm_1,firm,64.72501,10.17553677989301,54.54947322010699,12,8,,
15,administered,3,firm_2,firm,36.64065,6.373303018983902,30.267346981016097,12,8,,
15,administered,3,bank_0,bank,3.97075,7.9415,-3.97075,12,8,0.05,0.07033229131750277
15,administered,3,bank_1,bank,9.320525,18.64105,-9.320525,12,8,0.05,0.07440163958637097
15,market,1,firm_0,firm,35.8594,9.018195708448323,26.841204291551676,12,8,,
15,market,1,firm_1,firm,57.037499999999994,10.900728369180852,46.13677163081914,12,8,,
15,market,1,firm_2,firm,41.2351,13.601117440499415,27.633982559500588,12,8,,
15,market,1,bank_0,bank,8.48005,16.9601,-8.48005,12,8,0.05,0.059359564685256855
15,market,1,bank_1,bank,4.8617,9.7234,-4.8617,12,8,0.05,0.05515224940317855
15,market,2,firm_0,firm,47.4118,8.514057955617774,38.89774204438223,12,8,,
15,market,2,firm_1,firm,54.79605,8.621330317980481,46.17471968201952,12,8,,
15,market,2,firm_2,firm,64.17193999999999,7.9015841357869085,56.27035586421309,12,8,,
15,market,2,bank_0,bank,8.01365,16.0273,-8.01365,12,8,0.06,0.06194253457191153
15,market,2,bank_1,bank,9.2654,18.5308,-9.2654,12,8,0.06,0.07971302390294996
15,market,3,firm_0,firm,61.07514,11.670365639155804,49.40477436084419,12,8,,
15,market,3,firm_1,firm,46.232150000000004,10.17553677989301,36.056613220106996,12,8,,
15,market,3,firm_2,firm,36.64065,6.373303018983902,30.267346981016097,12,8,,
15,market,3,bank_0,bank,5.559049999999999,7.9415,-2.3824500000000004,12,8,0.05,0.05432916527001106
15,market,3,bank_1,bank,13.048734999999999,18.64105,-5.592315000000001,12,8,0.054,0.07060655834548389
16,administered,1,firm_0,firm,46.6318,12.764962734695338,33.86683726530466,12,8,,
16,administered,1,firm_1,firm,34.865849999999995,2.6495384577409826,32.216311542259014,12,8,,
16,administered,1,firm_2,firm,28.616300000000003,3.0561908010543295,25.560109198945675,12,8,,
16,administered,1,bank_0,bank,4.018825,8.03765,-4.018825,12,8,0.05,0.07422177549006177
16,administered,1,bank_1,bank,4.903375,9.80675,-4.903375,12,8,0.05,0.0712007380562819
16,administered,2,firm_0,firm,38.52365,10.747630132364337,27.776019867635668,12,8,,
16,administered,2,firm_1,firm,21.53725,6.1839622953552755,15.353287704644725,12,8,,
16,administered,2,firm_2,firm,25.46495,13.205888738707095,12.259061261292906,12,8,,
16,administered,2,bank_0,bank,9.73217,13.9031,-4.17093,12,8,0.05,0.07721401837798772
16,administered,2,bank_1,bank,9.34787,13.3541,-4.00623,12,8,0.05,0.07614978355430464
16,administered,3,firm_0,firm,67.0985,11.273995035373526,55.82450496462648,12,8,,
16,administered,3,firm_1,firm,68.26005,10.613169761308189,57.64688023869182,12,8,,
16,administered,3,firm_2,firm,41.9679,9.005987124833231,32.96191287516677,12,8,,
16,administered,3,bank_0,bank,8.8974,17.7948,-8.8974,12,8,0.06,0.0712575569278395
16,administered,3,bank_1,bank,7.969225,15.93845,-7.969225,12,8,0.06,0.06925233726075213
16,market,1,firm_0,firm,46.6318,12.764962734695338,33.86683726530466,12,8,,
16,market,1,firm_1,firm,34.865849999999995,2.6495384577409826,32.216311542259014,12,8,,
16,market,1,firm_2,firm,28.616300000000003,3.0561908010543295,25.560109198945675,12,8,,
16,market,1,bank_0,bank,4.018825,8.03765,-4.018825,12,8,0.06,0.06988710196024706
16,market,1,bank_1,bank,6.864724999999999,9.80675,-2.942025,12,8,0.055,0.05780295222512756
16,market,2,firm_0,firm,38.52365,10.747630132364337,27.776019867635668,12,8,,
16,market,2,firm_1,firm,21.53725,6.1839622953552755,15.353287704644725,12,8,,
16,market,2,firm_2,firm,25.46495,13.205888738707095,12.259061261292906,12,8,,
16,market,2,bank_0,bank,6.95155,13.9031,-6.95155,12,8,0.06,0.08185607351195086
16,market,2,bank_1,bank,6.67705,13.3541,-6.67705,12,8,0.06,0.07759913421721853
16,market,3,firm_0,firm,67.0985,11.273995035373526,55.82450496462648,12,8,,
16,market,3,firm_1,firm,68.26005,10.613169761308189,57.64688023869182,12,8,,
16,market,3,firm_2,firm,41.9679,9.005987124833231,32.96191287516677,12,8,,
16,market,3,bank_0,bank,8.8974,17.7948,-8.8974,12,8,0.06,0.058030227711357955
16,market,3,bank_1,bank,7.969225,15.93845,-7.969225,12,8,0.06,0.050009349043008494
17,administered,1,firm_0,firm,52.4832,10.754175332542308,41.729024667457686,12,8,,
17,administered,1,firm_1,firm,46.92635,9.913581330902293,37.01276866909771,12,8,,
17,administered,1,firm_2,firm,29.21485,10.417756091022508,18.79709390897749,12,8,,
17,administered,1,bank_0,bank,9.3326,18.6652,-9.3326,12,8,0.05,0.07079260418967566
17,administered,1,bank_1,bank,3.1542,6.3084,-3.1542,12,8,0.05,0.07080973998892406
17,administered,2,firm_0,firm,32.924800000000005,8.117676822335756,24.80712317766425,12,8,,
17,administered,2,firm_1,firm,28.003999999999998,7.7744862984937,20.2295137015063,12,8,,
17,administered,2,firm_2,firm,51.1711,8.74450172089855,42.426598279101455,12,8,,
17,administered,2,bank_0,bank,12.57396,17.9628,-5.388840000000002,12,8,0.05,0.07382214001831323
17,administered,2,bank_1,bank,13.007855,18.58265,-5.574795000000002,12,8,0.05,0.07306593054888783
17,administered,3,firm_0,firm,36.40705,11.77083241369419,24.636217586305808,12,8,,
17,administered,3,firm_1,firm,45.88785,12.018043306767902,33.8698066932321,12,8,,
17,administered,3,firm_2,firm,56.473299999999995,9.550556955015356,46.92274304498464,12,8,,
17,administered,3,bank_0,bank,13.722904999999999,19.60415,-5.881245000000002,12,8,0.05,0.07034172181585975
17,administered,3,bank_1,bank,8.52985,17.0597,-8.52985,12,8,0.06,0.07289826784890686
17,market,1,firm_0,firm,52.4832,10.754175332542308,41.729024667457686,12,8,,
17,market,1,firm_1,firm,65.69689,9.913581330902293,55.78330866909771,12,8,,
17,market,1,firm_2,firm,29.21485,10.417756091022508,18.79709390897749,12,8,,
17,market,1,bank_0,bank,13.065639999999998,18.6652,-5.59956,12,8,0.08,0.05617041675870262
17,market,1,bank_1,bank,4.41588,6.3084,-1.8925200000000002,12,8,0.08,0.05623895995569625
17,market,2,firm_0,firm,32.924800000000005,8.117676822335756,24.80712317766425,12,8,,
17,market,2,firm_1,firm,39.2056,7.7744862984937,31.4311137015063,12,8,,
17,market,2,firm_2,firm,51.1711,8.74450172089855,42.426598279101455,12,8,,
17,market,2,bank_0,bank,8.9814,17.9628,-8.9814,12,8,0.06,0.06828856007325294
17,market,2,bank_1,bank,9.291325,18.58265,-9.291325,12,8,0.06,0.0652637221955513
17,market,3,firm_0,firm,36.40705,11.77083241369419,24.636217586305808,12,8,,
17,market,3,firm_1,firm,64.24298999999999,12.018043306767902,52.22494669323209,12,8,,
17,market,3,firm_2,firm,56.473299999999995,9.550556955015356,46.92274304498464,12,8,,
17,market,3,bank_0,bank,13.722904999999999,19.60415,-5.881245000000002,12,8,0.05,0.05436688726343899
17,market,3,bank_1,bank,11.94179,17.0597,-5.11791,12,8,0.05,0.06459307139562746
18,administered,1,firm_0,firm,33.96765,8.05948424298456,25.90816575701544,12,8,,
18,administered,1,firm_1,firm,52.987449999999995,9.576414605155376,43.41103539484462,12,8,,
18,administered,1,firm_2,firm,59.33915,12.452049929472688,46.88710007052731,12,8,,
18,administered,1,bank_0,bank,8.741275,17.48255,-8.741275,12,8,0.06,0.07446253752125614
18,administered,1,bank_1,bank,8.548075,17.09615,-8.548075,12,8,0.06,0.07364255865049125
18,administered,2,firm_0,firm,35.56655,12.716685271090878,22.84986472890912,12,8,,
18,administered,2,firm_1,firm,17.77015,0.0,17.77015,12,8,,
18,administered,2,firm_2,firm,28.59955,10.48552550252588,18.11402449747412,12,8,,
18,administered,2,bank_0,bank,4.782855,6.83265,-2.0497950000000005,12,8,0.05,0.08285745558410623
18,administered,2,bank_1,bank,12.324024999999999,17.60575,-5.281725000000002,12,8,0.05,0.06938323455786388
18,administered,3,firm_0,firm,60.06923999999999,12.588922884502637,47.48031711549736,12,8,,
18,administered,3,firm_1,firm,20.05075,14.135234068763994,5.915515931236007,12,8,,
18,administered,3,firm_2,firm,66.636,12.314907381019289,54.32109261898071,12,8,,
18,administered,3,bank_0,bank,3.5465149999999994,5.06645,-1.5199350000000003,12,8,0.05,0.08023954153794366
18,administered,3,bank_1,bank,11.371674999999998,16.24525,-4.873575000000001,12,8,0.06,0.07121015212890766
18,market,1,firm_0,firm,33.96765,8.05948424298456,25.90816575701544,12,8,,
18,market,1,firm_1,firm,52.987449999999995,9.576414605155376,43.41103539484462,12,8,,
18,market,1,firm_2,firm,59.33915,12.452049929472688,46.88710007052731,12,8,,
18,market,1,bank_0,bank,8.741275,17.48255,-8.741275,12,8,0.05,0.07085015008502454
18,market,1,bank_1,bank,8.548075,17.09615,-8.548075,12,8,0.05,0.067570234601965
18,market,2,firm_0,firm,35.56655,12.716685271090878,22.84986472890912,12,8,,
18,market,2,firm_1,firm,17.77015,0.0,17.77015,12,8,,
18,market,2,firm_2,firm,28.59955,10.48552550252588,18.11402449747412,12,8,,
18,market,2,bank_0,bank,3.416325,6.83265,-3.416325,12,8,0.06,0.1044298223364249
18,market,2,bank_1,bank,8.802875,17.60575,-8.802875,12,8,0.06,0.050532938231455535
18,market,3,firm_0,firm,60.06923999999999,12.588922884502637,47.48031711549736,12,8,,
18,market,3,firm_1,firm,28.07105,14.135234068763994,13.935815931236005,12,8,,
18,market,3,firm_2,firm,66.636,12.314907381019289,54.32109261898071,12,8,,
18,market,3,bank_0,bank,3.5465149999999994,5.06645,-1.5199350000000003,12,8,0.06,0.09395816615177462
18,market,3,bank_1,bank,11.371674999999998,16.24525,-4.873575000000001,12,8,0.06,0.05784060851563064
19,administered,1,firm_0,firm,36.05515,9.094447161659051,26.960702838340946,12,8,,
19,administered,1,firm_1,firm,47.634,11.843296889923645,35.79070311007636,12,8,,
19,administered,1,firm_2,firm,66.33332999999999,10.579330893343244,55.75399910665675,12,8,,
19,administered,1,bank_0,bank,12.211464999999999,17.44495,-5.233485,12,8,0.05,0.07233847838605834
19,administered,1,bank_1,bank,13.74373,19.6339,-5.890170000000001,12,8,0.05,0.0787806041044725
19,administered,2,firm_0,firm,51.4593,11.869447204803432,39.58985279519656,12,8,,
19,administered,2,firm_1,firm,26.11555,0.0,26.11555,12,8,,
19,administered,2,firm_2,firm,44.42015,10.555059381882248,33.86509061811775,12,8,,
19,administered,2,bank_0,bank,5.686075,11.37215,-5.686075,12,8,0.06,0.07441296161060756
19,administered,2,bank_1,bank,7.269324999999999,10.38475,-3.115425000000001,12,8,0.05,0.07170007116040537
19,administered,3,firm_0,firm,59.6224,9.752790273854844,49.86960972614516,12,8,,
19,administered,3,firm_1,firm,37.869299999999996,9.89666126726155,27.972638732738446,12,8,,
19,administered,3,firm_2,firm,46.51690000000001,11.426840402449866,35.09005959755014,12,8,,
19,administered,3,bank_0,bank,9.817325,19.63465,-9.817325,12,8,0.06,0.0737584237690602
19,administered,3,bank_1,bank,3.305925,6.61185,-3.305925,12,8,0.06,0.07552225489540867
19,market,1,firm_0,firm,36.05515,9.094447161659051,26.960702838340946,12,8,,
19,market,1,firm_1,firm,47.634,11.843296889923645,35.79070311007636,12,8,,
19,market,1,firm_2,firm,47.38095,10.579330893343244,36.80161910665676,12,8,,
19,market,1,bank_0,bank,8.722475,17.44495,-8.722475,12,8,0.06,0.062353913544233294
19,market,1,bank_1,bank,9.81695,19.6339,-9.81695,12,8,0.06,0.08812241641788998
19,market,2,firm_0,firm,51.4593,11.869447204803432,39.58985279519656,12,8,,
19,market,2,firm_1,firm,26.11555,0.0,26.11555,12,8,,
19,market,2,firm_2,firm,44.42015,10.555059381882248,33.86509061811775,12,8,,
19,market,2,bank_0,bank,5.686075,11.37215,-5.686075,12,8,0.05,0.07065184644243024
19,market,2,bank_1,bank,5.192375,10.38475,-5.192375,12,8,0.05,0.05980028464162148
19,market,3,firm_0,firm,59.6224,9.752790273854844,49.86960972614516,12,8,,
19,market,3,firm_1,firm,53.01701999999999,9.89666126726155,43.12035873273844,12,8,,
19,market,3,firm_2,firm,65.12366,11.426840402449866,53.69681959755013,12,8,,
19,market,3,bank_0,bank,13.744254999999999,19.63465,-5.890395000000002,12,8,0.06,0.06803369507624075
19,market,3,bank_1,bank,1.9835549999999997,6.61185,-4.628295,12,8,0.07,0.0750890195816347
20,administered,1,firm_0,firm,63.59521,8.78221824796505,54.812991752034954,12,8,,
20,administered,1,firm_1,firm,32.9475,10.589995996467472,22.357504003532526,12,8,,
20,administered,1,firm_2,firm,66.1878,10.37682715297499,55.810972847025006,12,8,,
20,administered,1,bank_0,bank,6.1099499999999995,8.7285,-2.618550000000001,12,8,0.03,0.07129011860244909
20,administered,1,bank_1,bank,9.653175,19.30635,-9.653175,12,8,0.03,0.0707647457259747
20,administered,2,firm_0,firm,26.035,14.286399341813809,11.748600658186191,12,8,,
20,administered,2,firm_1,firm,64.7899,10.472240254905117,54.317659745094886,12,8,,
20,administered,2,firm_2,firm,43.595600000000005,11.243332058536371,32.35226794146364,12,8,,
20,administered,2,bank_0,bank,2.8695,9.565,-6.695499999999999,12,8,0.05,0.07263424258647984
20,administered,2,bank_1,bank,3.84975,12.8325,-8.98275,12,8,0.05,0.06992184385301967
20,administered,3,firm_0,firm,33.05075,5.5088849879659465,27.541865012034055,12,8,,
20,administered,3,firm_1,firm,63.74914,12.366585023765962,51.38255497623403,12,8,,
20,administered,3,firm_2,firm,52.474549999999994,13.437727409059654,39.03682259094034,12,8,,
20,administered,3,bank_0,bank,9.931005,14.18715,-4.256145,12,8,0.055,0.06956294664696093
20,administered,3,bank_1,bank,12.983039999999999,18.5472,-5.564160000000001,12,8,0.055,0.07060171876561995
20,market,1,firm_0,firm,63.59521,8.78221824796505,54.812991752034954,12,8,,
20,market,1,firm_1,firm,46.12649999999999,10.589995996467472,35.53650400353252,12,8,,
20,market,1,firm_2,firm,66.1878,10.37682715297499,55.810972847025006,12,8,,
20,market,1,bank_0,bank,6.1099499999999995,8.7285,-2.618550000000001,12,8,0.05,0.05816047440979634
